severity,seed,H,val_n,val_pos,auc_raw,brier_raw,ece_raw,mce_raw,ace_raw,auc_cal,brier_cal,ece_cal,mce_cal,ace_cal,auc_recal,ece_recal,mce_recal,ace_recal,ece_recal_platt,ece_recal_temp,T_opt
3,789,30,163,87,0.5949367088607596,0.4961998760700226,0.504400374127083,0.8166691660881042,0.48397134321101876,0.5268056589724497,0.37608757175363333,0.3864126874724611,0.5498565279770445,0.403349225209934,0.6584139985107967,0.06181199159346468,0.9210066795349121,0.259252127792154,0.037444500087880805,0.2764682182585572,10.0
3,789,50,163,102,0.5922291993720565,0.5949491262435913,0.6133840524521815,0.8603335618972778,0.5636989203547793,0.5959576138147566,0.44351676547666946,0.4853288261644792,0.6420624651856084,0.4527524280786157,0.7766875981161696,0.042392682493189136,0.6510246098041534,0.12614921039464524,0.06627579813911799,0.36683609420284213,10.0
3,101112,10,163,61,0.6364522417153996,0.3689419627189636,0.37375775305237496,0.590822845697403,0.3674134400302583,0.5816764132553606,0.3408388645691772,0.3265276791603181,0.5106382978723405,0.3265276791603181,0.6972709551656919,0.16021187226786943,0.40979994336764014,0.3325474191093532,0.13770247113947964,0.1231191186870399,4.886229501877702
3,101112,20,163,75,0.6199626865671641,0.4338236153125763,0.44072011531311633,0.8804255798459053,0.40125670903964206,0.5743470149253731,0.3213535240642338,0.30232962711827255,0.3538895647459934,0.3236437764314663,0.6306902985074627,0.13076927365899899,0.7304677963256836,0.24638152026514312,0.04445768781259757,0.06076205943953215,10.0
3,101112,30,163,87,0.5725566703827574,0.49809566140174866,0.5093322692274236,0.8744548559188843,0.45441297914351325,0.5142140468227425,0.3733690546506043,0.38713745671770045,0.6644300144300144,0.37890188765041355,0.6942586399108138,0.13481500922966758,0.3032393455505371,0.2856298838140202,0.02798567418338485,0.27661308356796815,10.0
3,101112,50,163,102,0.6007361487795428,0.5902445316314697,0.6049582309463397,0.9374322295188904,0.5452017776579375,0.5896939170864006,0.4401186555000097,0.4843642559604706,0.7843137254901961,0.4425514434724455,0.7043781480046494,0.10656266136975567,0.8069375356038412,0.23439223162487757,0.20988041730154128,0.3725257636345434,10.0
4,42,10,163,61,0.7487745098039216,0.33377766609191895,0.3365137336813674,0.4971763491630554,0.33445301261527755,0.6735089869281047,0.3085274071111109,0.3011808847680161,0.5106382978723405,0.3022847960787591,0.7720588235294117,0.2297787552788144,0.417746901512146,0.24338406973144638,0.2773647442155955,0.06257110550633847,10.0
4,42,20,163,75,0.7880899293942772,0.44606801867485046,0.45660531212936856,0.7937062382698059,0.43236979271038145,0.6847826086956522,0.32880145023490426,0.33250435276639634,0.6247484909456741,0.34007863789170184,0.7536231884057971,0.08953966798425532,0.8276553153991699,0.1597976109811238,0.10825753070059277,0.30175229117754215,5.223341891168048
4,42,30,163,87,0.7244255003706449,0.4720557630062103,0.48681118865148953,0.8448903113603592,0.4552558656864274,0.685229799851742,0.3541133197348188,0.38009975297773757,0.541389504804139,0.3636731154330875,0.7684395848776872,0.12839731258232479,0.4610978662967682,0.17092256339228884,0.17086108849973092,0.2972177523677106,10.0
4,42,50,163,102,0.8121236451224407,0.5959295630455017,0.6153910245847743,0.9494302272796631,0.581061031403286,0.7562224006423124,0.4511813006354125,0.49261958590435123,0.7843137254901961,0.491257637616264,0.8160377358490566,0.12717929441912645,0.6419849097728729,0.19218308139009543,0.13960536016898906,0.3819091749108921,10.0
4,123,10,163,61,0.7208446338628439,0.3771364390850067,0.38111711501264245,0.590822845697403,0.3794728457701209,0.6581751259201859,0.3542619659966183,0.3469318253907131,0.5106382978723405,0.3478517514829989,0.714258039519566,0.27054451090492765,0.6839708685874939,0.2660815984162749,0.20704679626996825,0.24102353962523315,3.151703747986522
4,123,20,163,75,0.7635542168674698,0.41361141204833984,0.4227968867690791,0.7116013169288635,0.40177454507345856,0.6634977409638554,0.3065169858879193,0.2951123333464508,0.6009389671361504,0.3240696911813596,0.7721197289156626,0.18496165713485407,0.7444294691085815,0.3095038646743411,0.252332857271441,0.17737317442635056,10.0
4,123,30,163,87,0.6903261675315049,0.47929325699806213,0.49512383620552464,0.842537522315979,0.4581070428137623,0.6247220163083766,0.35878800126724536,0.38828658793639687,0.5435540069686412,0.35225870967249373,0.755281690140845,0.19133487607346103,0.24672128756841027,0.2086508951219572,0.16964696378124008,0.2944405223479222,10.0
4,123,50,163,102,0.8017786561264822,0.5879920125007629,0.6033146518859124,0.8165328502655029,0.5670939930841378,0.7646245059288538,0.44383554897605926,0.4933204895116138,0.6779944696801823,0.47011611573756434,0.7971343873517787,0.12425541867609735,0.7,0.16637615423624208,0.0004363262734445872,0.366624506010942,10.0
4,456,10,163,61,0.7383512544802867,0.34933674335479736,0.35394287556663256,0.5465302467346191,0.3501456044044118,0.6744324970131422,0.3217486604464023,0.3122955237270342,0.5106382978723405,0.31284747938240565,0.7566706491437674,0.11406379735388722,0.7194945216178894,0.16281791330397533,0.07015234596875247,0.0470172798421076,10.0
4,456,20,163,75,0.7607557052001497,0.4207521975040436,0.43318668061069077,0.8931246846914291,0.4063141360818758,0.6915450804339693,0.314044467950955,0.31166540046074237,0.6009389671361504,0.2971764880126463,0.7551440329218106,0.07302175855048659,0.45307493209838867,0.1479268623501115,0.12367064348694418,0.18522293489986652,10.0
4,456,30,163,87,0.7106094388703085,0.48794764280319214,0.5039865283080104,0.8604129552841187,0.4634875638131686,0.644927536231884,0.36440904908920585,0.3984226491076514,0.6325469812075171,0.3754437734603231,0.7367149758454106,0.09185288694440104,0.41904279589653015,0.1553126372853104,0.04108575331110531,0.3123708212720148,10.0
4,456,50,163,102,0.795664391810518,0.6100413799285889,0.6290485030990474,0.9335963129997253,0.595306076730291,0.7689682858289844,0.4602537991481672,0.5268570486218619,0.7843137254901961,0.5013862542435047,0.7726816539542354,0.20838794889040194,0.41810109714667,0.21471591540897378,0.33617977524290277,0.404900947482693,10.0
4,789,10,163,61,0.7616758241758241,0.36331477761268616,0.3681117552997811,0.6099604964256287,0.3648801593341212,0.6805337519623234,0.3369146774403676,0.330475536555572,0.5106382978723405,0.3347191652917466,0.7513736263736264,0.15093635960773494,0.5007443807341836,0.16459030891975723,0.06850480323746089,0.0856443837141862,6.276064138873562
4,789,20,163,75,0.7187616909839133,0.4204461872577667,0.42913024083134677,0.7214624881744385,0.40837573985486814,0.6590909090909091,0.3140180402984994,0.2991543022565213,0.3926962346995087,0.31918905208718945,0.7347549569771792,0.18849403778293808,0.7021745443344116,0.2452338658222536,0.12180357076683823,0.14025798774169607,10.0
4,789,30,163,87,0.6612062546537603,0.4963281750679016,0.5038381656821893,0.7489603757858276,0.4860692123065189,0.6259307520476545,0.3698337471316917,0.39189981194828405,0.5606115762650165,0.4050835103368199,0.7192851824274014,0.04601011835798927,0.5888430178165436,0.23349840361244825,0.038749371053410184,0.2751713779994784,10.0
4,789,50,163,102,0.8228021978021978,0.5792438387870789,0.5912753241833578,0.9357601404190063,0.5577783579209528,0.7901295133437991,0.4382724701543495,0.47790948687424534,0.7843137254901961,0.4672832150545715,0.8489010989010989,0.04950129568298047,0.31188035011291504,0.1627856341957235,0.06927122956230525,0.3546991499238172,10.0
4,101112,10,163,61,0.7669590643274854,0.3693848252296448,0.3735789032209487,0.590822845697403,0.3731933419551498,0.6811890838206627,0.3428048772229946,0.33844597618340805,0.5106382978723405,0.34250561970112553,0.8076998050682261,0.15326839093701772,0.3684549033641815,0.20285854904815795,0.13773486626391507,0.1486126604371683,4.759607974041651
4,101112,20,163,75,0.7520522388059702,0.4281119108200073,0.4369898244333105,0.7151688933372498,0.41300059022971103,0.6938432835820896,0.31782122683816805,0.31074176952412447,0.567605633802817,0.3307765193547928,0.7883395522388059,0.1059251160291182,0.7439804673194885,0.1886258926496011,0.077606572585852,0.17509027244033756,10.0
4,101112,30,163,87,0.6886845039018952,0.4930824339389801,0.5096162419740845,0.8661705702543259,0.47364714100868216,0.637123745819398,0.3680071375434824,0.4084028301577928,0.6229190863337205,0.37791571892534,0.7523225566703827,0.18165393946628994,0.8338202238082886,0.2263894044876504,0.026799201559858203,0.3189712813625573,10.0
4,101112,50,163,102,0.8086013173188688,0.5733460783958435,0.5883453964021336,0.6684446334838867,0.5536243729831866,0.759783029833398,0.42760708827608584,0.47170145486543186,0.666119341985904,0.47180579107844467,0.7870011623401783,0.09585102362444206,0.5953301191329956,0.15489737619487504,0.2077236070113928,0.3792737759924959,10.0
